"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL426004";"";"0";"375.41";"0";"4.90";"17r";"Cc1ccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1F";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"19.65";"0.36";"2.48";"7.70";"1";"CHEMBL920441";"Inhibition of c-Kit by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142982";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL223528";"";"0";"431.50";"0";"4.79";"34f";"COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"17.37";"0.32";"2.70";"6.56";"1";"CHEMBL920441";"Inhibition of c-Kit by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142982";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL376245";"";"0";"484.56";"0";"4.77";"34e";"Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4=O)c4[nH]nc(N)c34)cc2)c1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"15.02";"0.28";"2.51";"5.80";"1";"CHEMBL920441";"Inhibition of c-Kit by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142982";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL219774";"";"0";"472.59";"1";"5.49";"34b";"CCN(CC)CCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12";"IC50";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"15.27";"0.28";"1.72";"6.66";"1";"CHEMBL920441";"Inhibition of c-Kit by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142982";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL219727";"";"0";"436.31";"1";"5.53";"29d";"Cc1cccc(NC(=O)Nc2ccc(-c3ccc(Br)c4[nH]nc(N)c34)cc2)c1";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"16.98";"0.36";"1.88";"7.73";"1";"CHEMBL920441";"Inhibition of c-Kit by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142982";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL1230609";"FORETINIB";"2";"632.66";"2";"5.77";"1";"COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"12.92";"0.24";"2.40";"7.35";"1";"CHEMBL3870606";"Inhibition of c-Kit (unknown origin) using biotinylated-poly(Glu, Tyr)4:1 as substrate preincubated for 60 mins followed by substrate addition measured after 1 hr by alphascreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870316";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";""
"CHEMBL381034";"";"0";"444.35";"1";"6.20";"27";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1";"IC50";"'='";"175.0";"nM";"6.76";"";"";"UO_0000065";"15.21";"0.32";"0.56";"7.27";"1";"CHEMBL882600";"Inhibitory concentration against cKit with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141091";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL198155";"";"0";"433.54";"1";"5.08";"85";"COCCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C)c2)cc1";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"14.86";"0.28";"1.36";"6.31";"1";"CHEMBL882600";"Inhibitory concentration against cKit with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141091";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL3114019";"";"0";"423.32";"0";"4.95";"7b";"Cc1c2ccc(N(C)c3ccnc(Nc4cccc(Br)c4)n3)cc2nn1C";"IC50";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"16.56";"0.35";"2.06";"11.91";"0";"CHEMBL3116992";"Inhibition of c-KIT tyrosine kinase (unknown origin) after 30 mins by HTRF method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3114029";"";"0";"414.39";"0";"4.77";"7l";"CN(c1ccc2cn(C)nc2c1)c1ccnc(Nc2ccc(OC(F)(F)F)cc2)n1";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"17.09";"0.32";"2.31";"10.40";"0";"CHEMBL3116992";"Inhibition of c-KIT tyrosine kinase (unknown origin) after 30 mins by HTRF method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3114024";"";"0";"390.52";"0";"4.91";"7g";"CSc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1";"IC50";"'='";"71.0";"nM";"7.15";"";"";"UO_0000065";"18.31";"0.35";"2.24";"12.14";"0";"CHEMBL3116992";"Inhibition of c-KIT tyrosine kinase (unknown origin) after 30 mins by HTRF method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3902638";"";"0";"444.50";"0";"4.60";"BDBM193926";"Cc1ccc(-c2noc(C3CC(=NOC(C)C)C3)n2)cc1NC(=O)c1cnc2ccccn12";"IC50";"'='";"66.0";"nM";"7.18";"";"346246";"UO_0000065";"16.15";"0.30";"2.58";"6.72";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3892043";"";"0";"423.42";"0";"4.77";"BDBM193976";"Cc1cc(C)c(-c2noc(C3CC(F)(F)C3)n2)cc1NC(=O)c1cnc2ccccn12";"IC50";"'='";"49.0";"nM";"7.31";"";"346297";"UO_0000065";"17.26";"0.32";"2.54";"8.57";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL306380";"";"0";"281.36";"0";"3.14";"PP1";"Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1";"IC50";"'='";"1318.0";"nM";"5.88";"";"";"UO_0000065";"20.90";"0.38";"2.74";"8.45";"0";"CHEMBL3826740";"Inhibition of human KIT using poly[Glu,Tyr]4:1 as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3822371";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3941339";"";"0";"395.37";"0";"4.07";"BDBM193996";"Cc1ccc(-c2noc([C@@H]3CC3(F)F)n2)cc1NC(=O)c1cnc2ccccn12";"IC50";"'='";"66.0";"nM";"7.18";"";"346318";"UO_0000065";"18.16";"0.34";"3.11";"8.42";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3931937";"";"0";"496.47";"0";"4.23";"BDBM194022";"COC(=O)NC1(c2nc(-c3ccc(C)c(NC(=O)c4cnc5cc(C)ccn45)c3)no2)CC(F)(F)C1";"IC50";"'='";"67.0";"nM";"7.17";"";"346345";"UO_0000065";"14.45";"0.27";"2.94";"5.80";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3983743";"";"0";"359.39";"0";"3.82";"BDBM194024";"Cc1ccc(-c2nc(C3CC3)no2)cc1NC(=O)c1cnc2ccccn12";"IC50";"'='";"322.0";"nM";"6.49";"";"346347";"UO_0000065";"18.06";"0.33";"2.67";"7.61";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3960337";"";"0";"389.42";"0";"3.18";"BDBM194032";"Cc1ccc(-c2noc(C3CC(O)C3)n2)cc1NC(=O)c1cnc2ccccn12";"IC50";"'='";"135.0";"nM";"6.87";"";"346355";"UO_0000065";"17.64";"0.32";"3.69";"6.51";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL102301";"";"0";"467.55";"0";"2.98";"CT52923";"COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"12.29";"0.24";"2.76";"7.05";"0";"CHEMBL3882683";"Inhibition of c-kit gain of function mutant in human GIST882 cells measured after 4 days by sulforhodamine B assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882391";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL4239846";"";"0";"442.48";"0";"1.06";"22";"COCCCNc1nc(N2CCC(NC(=O)c3ccc(C(=O)O)cn3)C2)nc2c1COC2";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4235258";"Inhibition of c-kit (unknown origin) using FAM-labeled peptide as substrate preincubated for 10 mins followed by substrate addition measured after 25 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229503";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL3690076";"";"0";"547.71";"2";"5.86";"BDBM120392";"Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C(C)C)CC2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"23.0";"nM";"7.64";"";"248432";"UO_0000065";"13.95";"0.25";"1.78";"8.85";"0";"CHEMBL3707883";"Enzyme Assay: The activity of the compounds of this invention on Abl, c-Kit and PDGFR kinases was tested by Mobility Shift Assay (MSA). Kinase buffer: 62.5 mM HEPES, pH 7.5; 0.001875% Brij-35; 12.5 mM MgCl2; 2.5 mM DTT. Stop buffer: 100 mM HEPES, pH 7.5; 0.015% Brij-35; 0.2% coating agent 3; 50 mM EDTA. Preparation of kinase solution: Kinase solution was obtained by dissolving kinases in the kinase buffer mentioned above. With regard to c-Kit kinase, the pre-activation treatments should be carried out as follows. 700 nM c-Kit, 2 mM ATP, 4 mM DTT and 10 mM MgCl2 were dissolved in kinase buffer. After being incubated at 28° C. for 15 minutes, the solution was added to the kinase buffer.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639364";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3926830";"";"0";"566.67";"1";"2.76";"HPK16; IV-1-3";"COc1cc2ncnc(N3CCN(C(=S)Nc4ccc(S(=O)(=O)Nc5ncccn5)cc4)CC3)c2cc1OC";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"7.59";"0.15";"1.54";"3.19";"0";"CHEMBL3882683";"Inhibition of c-kit gain of function mutant in human GIST882 cells measured after 4 days by sulforhodamine B assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882391";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL2403813";"";"0";"567.57";"2";"6.32";"3a";"CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc([N+](=O)[O-])cc34)cc2)n(-c2cccc([N+](=O)[O-])c2)n1";"IC50";"'='";"637.0";"nM";"6.20";"";"";"UO_0000065";"10.92";"0.20";"-0.12";"3.38";"0";"CHEMBL2406228";"Inhibition of cKIT V559D/T670I double mutant (unknown origin)-mediated phosphorylation of biotinylated poly-Glu-Tyr preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401695";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"1, Glivec, Gleevec";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"14.21";"0.26";"2.42";"8.13";"0";"CHEMBL2388052";"Inhibition of KIT K642E mutant autophosphorylation (unknown origin) expressed in human GIST882 cells by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"K642E";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384911";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL4093459";"";"0";"531.58";"2";"5.06";"7h";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccn2ccnc2c1";"IC50";"'='";"72.0";"nM";"7.14";"";"";"UO_0000065";"13.44";"0.25";"2.08";"13.51";"0";"CHEMBL4020521";"Inhibition of KIT V559D/T670I double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4074329";"";"0";"492.55";"0";"4.81";"7a";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4094827";"";"0";"415.46";"0";"3.99";"6a";"C#Cc1cc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)ccc1C";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL1171837";"PONATINIB";"4";"532.57";"1";"4.46";"Ponatinib";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12";"IC50";"'='";"136.0";"nM";"6.87";"";"";"UO_0000065";"12.89";"0.24";"2.41";"10.44";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3606021";"";"0";"395.43";"0";"2.92";"20by, NMS-P118";"NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3607971";"Inhibition of human KIT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3603755";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL3343366";"";"0";"668.62";"2";"7.03";"34";"COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccc(F)cc5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCCC1";"IC50";"'='";"4.02";"nM";"8.40";"";"";"UO_0000065";"12.56";"0.24";"1.37";"8.10";"0";"CHEMBL3381424";"Inhibition of c-Kit (unknown origin) using poly (Glu, Tyr) 4:1 substrate incubated for 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352351";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"None";""
"CHEMBL3356290";"";"0";"395.89";"0";"3.46";"9b";"O=C1Nc2ccccc2/C1=C/c1ccc(N2CCN(C(=O)CCCl)CC2)cc1";"IC50";"'='";"71.0";"nM";"7.15";"";"";"UO_0000065";"18.06";"0.35";"3.69";"13.58";"0";"CHEMBL3383554";"Inhibition of recombinant c-Kit (unknown origin) after 1 hr by microfluidic assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352626";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"29(Imatinib)";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"14.18";"0.26";"2.41";"8.11";"0";"CHEMBL872194";"Inhibitory concentration against c-Kit";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140446";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL4438748";"";"0";"457.49";"0";"4.13";"12j";"CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4379204";"Inhibition of recombinant human C-Kit D816V mutant (544 to end residues) using poly(Glu, Tyr) 4:1 as substrate incubated 40 mins in presence of [gamma-33ATP] by radiometric scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376834";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4103510";"";"0";"531.36";"1";"4.93";"5b";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)c(C)c1I";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
